500	10	44.34636825273273 -69.10621776287269,44.33811145604562 -69.42538347975557,44.44098052704139 -69.46260288749193,44.536033054160356 -69.41193167022823,44.60048288419723 -69.59623376695095,44.58498746309901 -69.90990631977138,45.17042298627762 -70.23456520071676,45.17385497918568 -70.42358158387333,45.647511175281174 -70.54892880331141,45.530766480058944 -70.71871911224912,45.36783504487953 -70.64681020243694,45.40395001108112 -70.78114383346838,45.239334826743764 -70.84955949574976,45.32579755604607 -70.95642730646864,45.30406976221898 -71.08526777343747,43.32858416462462 -70.9692935111417,43.22482944766332 -70.83249660084118,43.11707195066612 -70.81105613585316,43.04974984373848 -70.69127090900218,43.21815876904853 -70.57591446368968,43.55058648385212 -70.20237930743968,43.66791922542527 -70.15266551677894,43.709656995364554 -69.84230174724769,43.89425607886799 -69.22432079021644,44.07086051340562 -69.05403270427894,44.175047870693724 -69.05128612224769,44.25669908183498 -68.99086131756019,44.34636825273273 -69.10621776287269
501	10	40.70749584887819 -74.02015734773192,40.50361874312419 -74.30134878189824,40.550116067737235 -73.97829216918944,40.60151161988661 -73.29757402824026,40.76338191357985 -72.68552043807244,41.05589735665198 -71.84550053931082,41.08608852038484 -71.86063387815778,41.09143539234896 -71.91421936544225,41.08556703546521 -71.99941768376112,41.15249464315866 -72.09291002352381,41.31525342182932 -71.90086638273675,40.991742491854374 -72.66091858686883,40.98328132177019 -73.13707506002862,40.92926971318805 -73.21310495676477,40.966540734903575 -73.42097079100091,40.94232137453127 -73.63276874365289,41.08654697716901 -73.70845531763513,41.230772579806754 -73.48751103224237,41.28176961715951 -73.56594418825586,42.04905612468712 -73.49056875051934,41.99085795880069 -73.56274431290109,42.071906565154244 -73.93391510190446,42.13686571746527 -73.92174659015615,42.144891677119936 -73.99256663115699,42.08778439623454 -74.03346981571991,42.059210561685916 -74.41097707206387,42.093846689676404 -74.58325120804835,42.133571033975066 -74.63642929166559,42.132552463204824 -74.75552534403283,42.09580852220292 -74.81495907248933,42.02442911614659 -75.04792300703008,41.92856345957873 -75.25891428532083,41.87216384785763 -75.22570753188808,41.778982002013564 -75.06066484095533,41.59967328374521 -75.06041707189758,41.46964873286221 -74.93931969346482,41.41907258947796 -74.75754974128682,41.36025763743885 -74.70761572660882,40.98724928620237 -73.88475691618402,40.74279975790293 -74.02187396150146,40.70749584887819 -74.02015734773192
502	10	42.189184402515224 -76.11378113614347,42.190016680129695 -76.08566984252934,42.212500051209226 -76.08969261374085,42.234983422288764 -76.10470171307753,42.249443172629064 -76.09901434534447,42.268201357360994 -76.10686568409704,42.281329801209765 -76.10334228738344,42.293367675061404 -76.11002840411254,42.309326504962975 -76.10692114538324,42.316873156795914 -76.11443953808094,42.325881560204614 -76.1129968312888,42.33578487518098 -76.11285799973575,42.34544924271854 -76.11532691866091,42.35870217584823 -76.11202501041743,42.366949961801396 -76.10816777596176,42.401716607439226 -76.12242596330043,42.40576580484774 -76.0251849397822,42.3976511519662 -76.01707651298409,42.41286126639878 -75.85927936548279,42.246300642747144 -75.83619605680838,42.24496828506578 -75.64200669739301,42.193031761789506 -75.63458491610265,42.19532831418282 -75.41857227401738,42.04762650115937 -75.41572420382812,42.02372327527341 -75.40194054959284,42.00717902059549 -75.39161549493616,42.00865538465107 -75.38388438996333,42.00298857720881 -75.37477999397493,41.99675683624739 -75.360691075045,41.99806694638239 -75.78346173154142,41.9973243336988 -76.11410300122526,42.189184402515224 -76.11378113614347
503	10	32.66442704455909 -83.599067949914,32.6828509702839 -83.70024137241796,32.71476949404849 -83.73005418792627,32.71779808120742 -83.76810674952833,32.726605595243896 -83.78967981894289,32.74927610508579 -83.80575972429494,32.75981851518194 -83.8273327937095,32.78190919074182 -83.83791953499906,32.79649046683765 -83.84575969425742,32.811071742933485 -83.87007934570312,32.82437266104509 -83.8710025240664,32.83767357915667 -83.89939152274223,32.94750064688599 -83.74661289725395,32.960497638296886 -83.75725590262505,32.954222127540994 -83.72773014578911,32.94612564758872 -83.70322448730468,32.92709666433399 -83.69234494907812,32.918740303140694 -83.68965176199606,32.91225877916176 -83.6704523852519,32.903254975557445 -83.65535953281733,32.88953029132142 -83.64781310659998,32.89074304560882 -83.59185483489762,32.86366909603878 -83.57623531818706,32.87781850097155 -83.55194606764428,32.856054225257914 -83.52332195018539,32.8402297594169 -83.52165908488314,32.83594311803627 -83.50077014536214,32.82242586997658 -83.50597373513813,32.80890862191691 -83.4946978327265,32.753993611014515 -83.55374934639838,32.7577289607631 -83.56816890206244,32.75035620488093 -83.57400538887885,32.73396516561876 -83.57555034127142,32.71306282287982 -83.59142901863959,32.69105647362205 -83.59181525673773,32.66442704455909 -83.599067949914
504	10	39.97142074223164 -75.27228459432769,39.93204966740051 -75.24699026468602,39.89902729570915 -75.25190833738804,39.88565718134071 -75.27135751990158,39.87578369646278 -75.25532424430355,39.86868943329866 -75.23699060326373,39.86504431359598 -75.21405623134046,39.87250245878988 -75.19016014374381,39.88529584571795 -75.158847460738,39.90032719598754 -75.12643449707025,39.921938065587604 -75.141259448641,39.95011217205696 -75.14381833956031,39.96880652150697 -75.12165799219838,39.97802601232967 -75.10087093585207,39.97461683473201 -75.08283046153701,39.99255498664649 -75.06010704083928,40.013703794079966 -75.04487260178757,40.02023744765086 -75.0226434697779,40.04804175543053 -74.97818520575856,40.06791075671829 -74.97990588475113,40.08032942007746 -74.96412116851752,40.09257240801274 -74.9600175563628,40.09956658790659 -74.95454065319245,40.10656076780041 -74.9600500781471,40.115639100496985 -74.96011512171572,40.121199079166075 -74.96848495494669,40.12392116032599 -74.98797120343988,40.12306349753951 -74.99947788011377,40.12765494885636 -75.0197446514303,40.07059715908671 -75.09598376046961,40.06151573037592 -75.08504034768885,40.03808363472809 -75.10847212564295,40.08164474533033 -75.17181517373865,40.069964857968074 -75.19001127969568,40.08864843105014 -75.21953703653162,40.05081506640824 -75.26816472128081,40.01795476378375 -75.212546435148,39.97142074223164 -75.27228459432769
505	10	42.07275319221433 -83.53969729291452,42.07467377983471 -83.45229414062499,42.09398136824357 -83.41408572854277,42.09652338569156 -83.36614241117354,42.09269614305746 -83.3215713872545,42.09281723245806 -83.28280638310753,42.08268643378228 -83.24694438884649,42.06130021893076 -83.21253389952847,42.03222568974939 -83.18983549080701,42.080877739797664 -83.17848628644629,42.10320201984085 -83.14534586395337,42.12661123892096 -83.12465577966009,42.154615775494065 -83.13765668477907,42.19916091378533 -83.13317080921354,42.249915839896744 -83.12268812533705,42.28342506880486 -83.1064604552738,42.31236721360718 -83.06538763586718,42.33495732591367 -82.98717300350756,42.34218867594251 -82.92609303107781,42.363627914909074 -82.8705062227105,42.45336241439146 -82.8595198945855,42.42701234249449 -83.55343020307077,42.07275319221433 -83.53969729291452
506	10	42.31337628335091 -71.15380796324473,42.28335616822397 -71.18542773350521,42.25232005182353 -71.15387611704699,42.23090099388684 -71.13746477866158,42.230763088024 -71.12249488509406,42.24268104307528 -71.12963395538088,42.26853085997578 -71.07936741822022,42.2704236356262 -71.05024547671138,42.28304993212347 -71.03534118320306,42.29770821646851 -71.03279650883536,42.30271656667814 -71.01857886083485,42.31381887891496 -71.00573450384996,42.32441612278653 -71.01284292922071,42.33342527626147 -71.01470016082158,42.347382985416615 -71.00468171386717,42.35702819048384 -70.99013798402086,42.34739672770734 -70.95855229066149,42.37479477777038 -70.97253354918223,42.395322245162276 -70.98351987730723,42.41521085862831 -70.98969968687754,42.43730883956957 -70.96189054381114,42.44378481701339 -70.97476514708262,42.4308035151706 -70.99630864989024,42.43496047490198 -71.02355989348155,42.412708741898655 -71.03649886976939,42.38788037449304 -71.05209323298197,42.391448001311694 -71.08416708838206,42.38082243796981 -71.10113474261027,42.36536614123195 -71.08077945839625,42.340386297496174 -71.16398560535174,42.31337628335091 -71.15380796324473
507	10	31.71671030954767 -81.1351412610054,31.738317735206763 -81.15012512207034,31.75756164861027 -81.17549467656494,31.79081725995809 -81.18438473887204,31.812965378915102 -81.17469904317375,31.826919773829754 -81.15532765177716,31.85016889946255 -81.12757119710892,31.857003764072218 -81.15445574871,31.880017780302037 -81.16153295738104,31.89573186850823 -81.164701046598,31.86654319095162 -81.1925883740962,31.867676046534644 -81.2122359555006,31.882702081072082 -81.21117540221212,31.898770321326907 -81.19257480344777,31.9153197421268 -81.18956256079917,31.92145314075188 -81.20852297440058,31.896395290802257 -81.22172456332214,31.88823975441267 -81.23714141304026,31.912742986634857 -81.24462916521088,31.91396181750928 -81.26784441564587,31.928068329600492 -81.25247682081272,31.93052519819162 -81.27968124746394,31.942305817567437 -81.27118010770891,31.956808739282682 -81.28661402525131,31.97651173510966 -81.2955092040861,31.994966522574483 -81.31604614378693,32.01326065499512 -81.31592129271985,32.021910551855385 -81.32940450074193,32.04622953913073 -81.34263800662984,32.05529831445571 -81.36086527231191,32.06646953477439 -81.3780937294573,32.084184922580995 -81.38508482343559,32.23617847110972 -81.19581994107966,32.223921981679005 -81.1468800201178,32.21332090546255 -81.13414422116284,32.19905244575759 -81.12240553340916,32.17743179475362 -81.12914056024556,32.164375921530436 -81.13162428579335,32.161506319715244 -81.12011224470143,32.09110313474865 -81.08525425634389,32.08582901697432 -81.0586360140801,32.09266338705293 -81.03730708799367,32.10635645968848 -81.02348834714894,32.109306461239605 -80.99722415647511,32.07909638390911 -80.97765475950246,32.06518544053337 -80.94400912961964,32.031791749269345 -80.89990714026135,32.02749887805942 -80.85031198684061,32.00146421295794 -80.84450546906157,31.968040242529337 -80.86173154483163,31.95012287714848 -80.89893027840293,31.93759930223803 -80.92388926898309,31.961475210687194 -80.9381016837371,31.953301633081033 -80.96652651324519,31.936965890204338 -80.9821774417926,31.908975560624587 -80.96404082232488,31.90894344798285 -80.93051416542085,31.857630846189696 -80.99804337114392,31.864611433226703 -81.01225217321519,31.88088338346292 -81.0626424336076,31.852816773529337 -81.05355967314244,31.83868665328868 -81.07933946471212,31.830395131447684 -81.06529381682873,31.82910407247255 -81.05124816894534,31.812295254117615 -81.0307711438179,31.76099992118875 -81.08158291139603,31.71671030954767 -81.1351412610054
508	10	40.4815180784727 -80.37984816321148,40.32708146263516 -80.16891741284212,40.2438183747257 -79.93326742419151,40.23843028690831 -79.96871183165604,40.21298945565665 -79.96818951377253,40.20170567855258 -79.95599422225621,40.19986129516731 -79.9369324756617,40.19668128844926 -79.8826581455337,40.20922715302813 -79.84349001657756,40.213382586273205 -79.81805479777773,40.22370127207696 -79.79047163742212,40.24013064488018 -79.81220961358599,40.26039296282447 -79.78976759716357,40.268071585971875 -79.80715102019428,40.27295886877452 -79.79524336647523,40.278894220254344 -79.80393507799062,40.27922317133614 -79.784204854098,40.288259792964645 -79.77770339068775,40.29585456457785 -79.78667312011714,40.298473675064514 -79.77989334069474,40.37522465023571 -79.77888483010514,40.39387632330627 -79.75151020489915,40.40416046574882 -79.7378684898494,40.40503383602517 -79.72010690175279,40.420546707403886 -79.69959873162492,40.525807321179954 -79.70307487450822,40.538618193094024 -79.72371715508683,40.54934253232928 -79.74985259972794,40.5661652538735 -79.76787704430802,40.581054498136965 -79.7723402401088,40.60145879177561 -79.74281448327287,40.619821596117035 -79.7009291072963,40.64965304273072 -79.69062942467912,40.66685716212183 -79.69337600671037,40.66894044340955 -80.14776198157085,40.61165898544849 -80.17488447912945,40.60595598435692 -80.18981901892437,40.58016282593173 -80.19728628882183,40.571056783876706 -80.23221937903179,40.4815180784727 -80.37984816321148
509	10	40.917189171396835 -85.34724265470754,40.91303809315051 -84.80344064607374,41.255976696002556 -84.80635623528775,41.24503705183503 -85.31052304520483,41.1631563539494 -85.3026213134766,41.160576139211045 -85.34724265470754,40.917189171396835 -85.34724265470754
510	10	41.34023044922817 -81.95765184645836,41.33944811129229 -81.882024255371,41.27612449613337 -81.87991602623362,41.27678892357234 -81.55920428147124,41.29944983221484 -81.5897600065689,41.34067397554298 -81.60932940354155,41.33553040264744 -81.38582629074858,41.37566786697663 -81.38027411808775,41.37869829739279 -81.35274928917693,41.39713284036351 -81.34713810791777,41.396910609430165 -81.38535422196196,41.441807055085945 -81.38488215317534,41.572788344228904 -81.3839380156021,41.57348042982744 -81.48916643967436,41.6296929257509 -81.49303957519521,41.59894697353147 -81.52957260629546,41.559989770332876 -81.60181120380201,41.49440574582893 -81.71882257850257,41.503770805783994 -81.78419472093094,41.484335384436044 -81.83858053523431,41.49781644946228 -81.90669925969405,41.49072450419621 -81.95833849196617,41.34023044922817 -81.95765184645836
511	10	38.8944305527882 -76.90518591725612,38.79388871951033 -77.03912472727512,38.83348522589408 -77.04255795481419,38.830829078701754 -77.05251431467747,38.8423381244197 -77.05405926707004,38.847024693704206 -77.03766560557102,38.862097474809076 -77.0356271267197,38.881447489876535 -77.04457497599338,38.89005350502046 -77.07788801195835,38.90507279949138 -77.09746813776707,38.928698109106215 -77.11740231516575,38.990633732443676 -77.04800818288112,38.8944305527882 -76.90518591725612
512	10	39.372607143021604 -76.52557949418087,39.37405116575576 -76.65398220414181,39.2175485619458 -76.58231357926388,39.37350118619254 -76.65003399247189,39.370297169928534 -76.69346432084103,39.34159117527923 -76.71097378129025,39.37181424349814 -76.6811047017004,39.37018717391685 -76.71234707230587,39.27613585646397 -76.70960049027462,39.33260045027265 -76.52283291214962,39.275894192468975 -76.71166042679806,39.203344325942396 -76.54755215043087,39.216228216536486 -76.52626613968869,39.372607143021604 -76.52557949418087
513	10	43.21059674090405 -83.45764974623575,43.22141727527135 -83.9273152735795,42.785551999698185 -83.925589999858,42.786191382277444 -83.69075723618613,42.87008981397346 -83.69007059067832,42.87183784822454 -83.43841501206504,43.21059674090405 -83.45764974623575
